text,review,bookname
"Perdi as contas de quantas recomendações recebi sobre O Segredo do Meu Marido, desde seu lançamento em 2014, mas apenas recentemente pude realizar sua leitura — não por falta de vontade de tê-la feito anteriormente. Ainda que estejamos no começo do ano, já considero esse como um dos melhores livros de 2017 e não vejo a hora de conhecer a outra obra de Liane Moriarty, também publicada pela Intrínseca.O Segredo do Meu Marido traz a história de três diferentes mulheres, que acabam impactadas e entrelaçadas a partir da revelação do segredo do marido de uma delas, Cecilia Fitzpatrick. Ela encontra uma carta no porão de sua casa escrita por seu marido com a recomendação de ser aberta única e exclusivamente após sua morte. Como ele ainda está vivo, e sem indício algum de estar doente, ela fica dividida entre abrir ou não o envelope. Talvez um dos grandes trunfos de O Segredo do Meu Marido esteja em sua narrativa. De forma leve e despretensiosa, a história começa a ser narrada de forma a logo envolver o leitor, principalmente pelo delicado humor que a permeia. Minha sensação inicial, inclusive, era a de ler um chick-lit, ainda mais porque todo o desenrolar dos fatos se dá ao redor da vida de três mulheres. Contudo, a escrita de Liane Moriarty logo mostra ter apenas uma máscara de aparente leveza, escondendo uma trama muito mais complexa. Exatamente como suas personagens, que vão além do que demonstram.Fui cativada inicialmente tanto pela escrita da autora quanto, e principalmente, pela curiosidade acerca da carta encontrada por Cecilia. Porém, as próprias tramas iniciais de cada mulher chamaram minha atenção, de forma a querer conhecê-las melhor e saber como lidariam com seus problemas — ou como cada um deles evoluiria ao longo do enredo.Logo, não fui mais capaz de interromper a leitura. Ela foi tão viciante e envolvente, que me fisgou por horas praticamente ininterruptas. Me surpreendi por, afinal, não estar em contato com um thriller psicológico, mas um romance bem delineado sobre os conflitos de cada uma de suas personagens. Há sim um caráter psicológico na trama, mas no sentido de se aprofundar nas personalidades, receios e anseios das figuras apresentadas. Não só Liane Moriarty as retratou com maestria como conseguiu atrelar cada uma das vidas com singularidade e perspicácia, fazendo de O Segredo do Meu Marido surpreendente, impactante e moderadamente reflexivo, ainda que sua leitura seja leve e prazerosa. O Segredo do Meu Maridojá está na lista de minhas melhores leituras de 2017 por ter me proporcionado envolvimento, diversão, reflexão e surpresas por meio de uma trama extremamente bem desenvolvida.Liane Moriarty certamente tem domínio narrativo e sabe como cativar o leitor, e não consegui ficar imune ao seu talento.",774,segredo_do_meu_marido_o
" A Segunda Pele da Acácia Mimosa é o primeiro romance da autora portuguesa Ana Gil Campos. Com um título curioso e uma sinopse muito atrativa, o livro é composto por quatro capítulos denominados Sabor Metálico, Sabor Azedo, Sabor Salgado e Sabor Fresco – o que intuitivamente, me pareceu fazer parte de todo o mistério que cerca a personagem central e a trama como um todo. Em primeira pessoa, acompanhamos a vida de Sara, uma arquiteta com uma carreira muito sólida, mas com a vida pessoal devastada. Em meio a uma crise no seu casamento e a outras frustrações pessoais, ela busca uma mudança de vida. No entanto, existe um detalhe que dificulta a simplicidade que poderia haver nessa mudança: os segredos maçônicos com os quais ela se envolve. Desse modo, acompanhamos Sara numa busca por resoluções para a confusão que anda a sua vida e, ao mesmo tempo, a autora vai nos contando um pouco da história da maçonaria, bem como alguns dos hábitos das pessoas que a aderem como modo de vida. A narrativa é bastante envolvente e a escrita da autora é descritiva, reflexiva, sensível, por vezes profunda, e, até me arriscaria a dizer, um pouco intimista, de forma a nos fazer pensar em nossa própria vida e nas decisões que tomamos. Sara é o tipo de protagonista que está despida de qualquer máscara, está entregue no texto com todas as suas qualidades e defeitos, e vamos descobrindo com ela o que há por descobrir em sua essência e isso, a meu ver, torna a leitura muito interessante. Além disso, por ser uma mulher muito culta que aprecia a arte e a leitura e faz diversas reflexões sobre tais aspectos, não pude deixar de ser cativada por algumas de suas qualidades, mesmo discordando de muitas de suas atitudes. Na maior parte do livro, o leitor percorre juntamente com a protagonista os mistérios da maçonaria e consequentemente do ser humano que a compõe. Sara transparece tristeza, angústia, solidão e busca por paz interior, e suas descobertas, mais do que meros fatos ficcionais, me parecem fazer parte do conjunto da nossa realidade nos dias atuais, em que tudo se torna tão efêmero e as pessoas tão complicadas, presas nos seus próprios limites e nas decisões que tomam ao longo da vida. No decorrer dos capítulos foi impossível não me envolver com os medos e angústias de Sara e compreender, de algum modo, o sentido de tudo que a perturbava tanto. Esse envolvimento demorou um pouco a acontecer, mas, quando ocorreu, mudou toda a minha visão em relação à personagem. Fui envolvida e cativada pela escrita da autora; esse é o tipo de livro que aborda assuntos dos mais variados, como relacionamentos amorosos, amizades, segredos e descobertas, e que nos deixa inúmeras mensagens sobre a vida e sobre as nossas escolhas – uma narrativa que se encaixa perfeitamente no tipo de leitura que aprecio. Terminei o livro muito satisfeita, por ter tido a oportunidade de ler uma obra tão bacana de uma autora estreante e por ter aproveitado a leitura ao máximo, tendo retirado dela reflexões que levarei sempre comigo.",775,segunda_pele_da_acacia_mimosa_a
Orelha de Livro:Adicione,776,seis_anos_depois
,777,selecao_a_a_selecao_1
"Existe melhor composição para o inverno do que um bom livro, uma bebida quente e umas cobertas quentinhas e aconchegantes? Pois parte desse cenário nos é oferecido na capa de Uma Semana de Inverno; a outra parte fica por nossa conta, já que esta é uma leitura que nos condiciona ao conforto da estação que nomeia a obra.Aqui a história (ou talvez seja melhor, as histórias) se passa em uma pequena cidade no interior da Irlanda. Tudo começa quando uma moça chamada Chicky Starr decide restaurar a velha Casa de Pedra e transformá-la num hotel, uma vez que a casa fica em cima de um penhasco e de frente para o oceano. Um verdadeiro sonho!Quando me referi às histórias e não apenas a uma é justamente porque Uma Semana de Inverno é um livro com uma proposta um pouco diferente, pois ele não traz uma ou duas personagens centrais, mas diversas. Assim, cada capítulo nos conta a história de um novo hóspede como: a ranzinza professora aposentada Srta. Howe ou Freda, a bibliotecária, entre tantos outros. O que há de comum entre eles é que estão hospedados na Casa da Pedra.A narrativa em terceira pessoa é fluída e de fácil compreensão, as histórias são leves e despretensiosas, apesar de a maioria das personagens parecerem buscar algo dentro de si mesmos que talvez ultrapasse os muros da aconchegante hospedagem. Por ser em terceira pessoa e até por englobar muitas trajetórias de vida das personagens, Maeve Binchy acaba nos deixando com o gostinho de quero mais em relação a alguns desfechos, pois ficamos com vontade de saber mais sobre eles. Porém, a intenção aqui não me pareceu ser a de aprofundar as histórias de vida, mas sim mostrá-las com simplicidade e franqueza.Se você busca um livro leve e de leitura rápida, ao mesmo tempo em que fala sobre perdas, família, amor e amizade, mas sem aprofundar muito, essa certamente é uma boa escolha.",778,semana_de_inverno_uma
"Orelha de Livro: AdicioneDesde que fui arrebatada por Um Caso Perdido, estava ansiosa pela continuação, Sem Esperança. Dessa vez, contudo, embora eu tenha devorado a leitura, o impacto das emoções em mim foi consideravelmente menor.É inegável a intensidade que Colleen Hoover deposita em sua escrita, sendo essa, para mim, sua maior característica, encontrada em todos os seus livros que até então já li. Em primeira pessoa, dessa vez temos a visão de Holder dos fatos, que narra a história tanto através dos acontecimentos presentes quanto por meio de cartas a sua irmã falecida, Less. Em termos de desenvolvimento do enredo, a única novidade que temos é a perspectiva de Holder, uma vez que já conhecemos os acontecimentos que envolvem tanto ele quanto Sky, apresentados em Um Caso Perdido. Provavelmente por isso não fui arrebatada pela leitura: no primeiro livro, a surpresa de algumas revelações elevou meu envolvimento exponencialmente e finalizei a leitura chocada – o que não se repetiu, considerando-se que desde o início eu já sabia de todos os desenrolares.Ainda assim, achei incrível imergirnovamente na história, no relacionamento tão intenso e próximo entre Sky e Holder, de forma a relembrar o quanto esse romance me conquistou da primeira vez. Porém, mais do que envolvida pelo romance, achei incrível poder mergulhar, de fato, nas emoções de Holder e no quanto a perda de Less foi devastadora para ele e sua família.A culpa e o sofrimento de Holder são palpáveis e apenas se intensificam no desenvolvimento dos fatos, após encontrar Sky. Dessa vez, ao invés de enigmático e temperamental, o protagonista demonstra o quão justificáveis são suas atitudes, consequências diretas de suas extremas emoções. Foi impossível não me encantar ainda mais com ele.Embora o desenvolvimento do enredo não tenha me surpreendido por não apresentar fatos novos, e sim explorar situações antes impossíveis de serem apresentadas pela simples diferença em quem narra cada uma das versões, Colleen Hoover conseguiu me surpreender nos capítulos finais trazendo uma novidade que não apenas foi uma grata surpresa quanto me agradou imensamente por responder, não necessariamente a uma pergunta, mas a um anseio que eu tinha sobre a história, especificamente sobre a família de Holder – uma maneira mais do que positiva da autora ter concluído a obra.Mais uma vez Colleen Hoover deixou nítida sua capacidade de envolver o leitor com suas palavras e, principalmente, de, através delas, expor com tanta sensibilidade e intensidade as emoções de seus personagens. Suas obras são completamente sentimentais e encantadoras exatamente por isso.",779,sem_esperanca_hopeless_2
"Compre o eBook:AmazonCompre o físico:AmazonSem Vida é um dos romances de Dani Assis publicado de maneira independente. Atrelado a ele, há o conto Vida, que narra os eventos após a finalização da história. Sem Caminho, por sua vez, é o segundo título da duologia, porém traz uma história sem conexões com a primeira — a temática é o que entrelaça as duas.Oberon levava uma vida feliz ao lado da esposa, Lara. Donos de um estúdio de fotografia, estavam casados há vários anos e ainda permaneciam apaixonados. Contudo, Lara é assassinada e morre em seus braços em uma noite, jogando Oberon em uma escuridão sem fim. Assim, ele passa os três anos seguintes sem rumo, viajando de cidade em cidade como um andarilho e sobrevivendo com o básico. Porém, ao se ver obrigado a retornar à antiga casa, acaba precisando contratar uma assistente para ajudá-lo a se restabelecer no estúdio. É quando ele conhece Agatha, desempregada há mais de um ano e precisando urgentemente de um emprego.Em primeira pessoa, os capítulos se alternam entre as perspectivas de Oberon e Agatha. A escrita de Dani Assis é leve e romântica, com um estilo que pude reconhecer também em sua outra obra, As Cores do Coração. Se a narrativa de Oberon traz a carga dramática da história, a de Agatha é o alívio cômico. Com seu jeito atrapalhado, protagoniza situações um tanto quanto embaraçosas, capazes de divertir. Ainda assim, o tom predominante da leitura é o de sensibilidade.O tema principal de Sem Vida é o enfrentamento luto, além da necessidade de apoio emocional para superá-lo. Sendo assim, enquanto Oberon enfrenta os conflitos mais intensos da obra — seus conflitos internos —, Agatha vivencia os desafios externos, típicos da vida adulta: as dificuldades financeiras e a busca pela independência. Porém, quando em contato, ambos passam a lidar com as emoções suscitadas pelo outro. Se ela sente o impulso de ajudar bem como a dificuldade de transpor as barreiras levantadas por Oberon, ele precisa encarar a confusão de suas próprias emoções.Assim, o desenvolvimento central de Sem Vida é o romântico, focando na relação que nasce entre Agatha e Oberon. Dani Assis escreve com o coração e passa ao leitor uma visão sobretudo de compaixão e gentileza, a despeito do comportamento amargurado de Oberon — achei bonita a maneira de como ambos se apaixonam. Como a obra é focada na relação romântica, senti falta de um pouco mais de exploração do contexto familiar de Oberon, uma vez que esse é o motivo de seu retorno à cidade. Em relação à Agatha, gostei bastante de sua amizade com Eli e como essa relação é presente na história, ainda que o comportamento de Eli seja um pouco exagerado em algumas passagens, em termos de preocupação com a amiga.Em linhas gerais, Sem Vida me proporcionou uma leitura leve e envolvente, embora suas temáticas sejam dolorosas. Foi uma história bonita de se acompanhar, que transmite sobretudo a ideia do significado de se estar vivo; afinal, a dor, a morte e o luto, parafraseando uma passagem da narrativa, fazem tão parte da vida quanto se estar aberto ao amor e às alegrias que ela pode nos proporcionar.Série Completa",780,sem_vida_sem_1
,781,senhora_liberdade
"Quando foi publicado de forma independente na Amazon em 2016, Senhorita Aurora se manteve entre os eBooks mais vendidos da plataforma pelos 40 dias em que esteve disponível. Quase dois anos depois, o livro chega às livrarias em formato físico pela editora Verus, possibilitando que mais leitores conheçam a história de Nicole e Daniel, agora em versão estendida. Nicole está prestes a realizar o sonho de se tornar a primeira bailarina em uma peça na companhia de balé da qual faz parte. Contudo, um de seus diretores, o maestro Daniel Hunter, tem tornado tudo mais difícil para ela: além de seu humor imprevisível, ele simplesmente tomou conta dos pensamentos da bailarina. Apesar de já conhecer o trabalho de Babi A. Sette de seus livros A Promessa da Rosa e Não Me Esqueças, ler Senhorita Aurora me deu a sensação de estar novamente conhecendo a escrita da autora. Isso porque pela primeira vez a narrativa se dá em primeira pessoa. Além da proximidade maior com a protagonista que essa perspectiva proporciona, a escrita em si sofreu influências dessa escolha, adquirindo um vocabulário semelhante ao da faixa etária de Nicole, embora não perca as características de sensibilidade e intensidade tão próprias de Babi.Intensidade, aliás, é a marca de Senhorita Aurora. A história já se abre demonstrando o quanto as emoções são as protagonistas no palco criado pela autora e em momento algum esse aspecto fica de lado. Ao contrário, as sensações são constantemente despertadas e cada vez mais intensificadas, sobretudo no que se refere à relação entre Nicole e Daniel. Em se tratando desse casal, a única certeza é que não há indiferença entre eles e naquilo que eles nos causam. Confesso que a relação alucinada e mutável entre os personagens me incomodou em alguns momentos pela sobrecarga que me causou; porém, era isso o esperado, já que assim podemos sentir na pele o próprio desgaste enfrentado por Nicole.De qualquer maneira, o que mais me tocou na leitura foi a mensagem transmitida pela história. Posso ter adorado o cenário londrino e a relação da música e da dança tão presentes no enredo, mas me apaixonei pela maneira de como o amor age sobre Nicole e Daniel para que ambos sejam capazes de lidar com os conflitos a eles impostos. Em um primeiro instante, Nicole precisa enfrentar as consequências que os fantasmas de Daniel causam aos dois — e com as escolhas que ela será obrigada a fazer a partir disso — ao passo que é tocante acompanhar a batalha interna do maestro, em especial por seus medos serem tão palpáveis e humanos. Depois, é a própria Nicole quem se vê frente ao inesperado e foi esse o instante que mais me emocionou; afinal, as imprevisibilidades da vida podem nos levar a lugares indesejados, mas, encontrando apoio ao nosso redor, é sempre possível descobrir novas saídas. E Senhorita Aurora não decepciona em matéria de demonstrar que a felicidade é possível a todos.Em linhas gerais, finalizei a história de Nicole e Daniel completamente tomada pelas mais diversas emoções e precisei digerir cada uma delas antes de escrever essa resenha. Senhorita Aurora conta com passagens típicas em romances do gênero, mas garante sua marca particular. É daquelas leituras que acima de tudo devem ser sentidas, e somente a partir dessa sensibilidade é que tiramos as valiosas mensagens por ela transmitidas.",782,senhorita_aurora
"A Sereia é o primeiro livro de Kiera Cass, lançado em 2009 pela autora de maneira independente nos EUA. Após o sucesso da série A Seleção, Cass assinou o contrato para relançar sua primeira obra em 2015, cujo lançamento no Brasil acontece hoje pela Editora Seguinte.Em A Sereia, temos a releitura do mito dessas criaturas místicas, famosas por sua beleza e por seu canto enfeitiçador e mortal. Aqui, conhecemos Kahlen, jovem de 19 anos salva pela Água durante um naufrágio na década de 30, responsável por tirar a vida de sua família. Como pagamento, a garota precisa servir a Água por 100 anos, período no qual permanecerá sob a forma de sereia, com a mesma idade e aparência, incapaz de adoecer ou morrer. Para isso, ela, juntamente de suas irmãs sereias, de tempos em tempos precisam causar a morte de seres humanos por meio de seus cantos: a Água, para continuar servindo à vida, alimenta-se da morte. Após 80 anos de servidão, Kahlen, até então a mais obediente de todas as sereias que já existiram e filha predileta da Água, conhece alguém capaz de, pela primeira vez, fazê-la desejar desobedecer a principal regra imposta às sereias: apaixonar-se por um humano.Assim como com os demais livros da autora, não demorei a mergulhar nas páginas de A Sereia. Kiera Cass tem uma escrita leve e intensa, sensível e envolvente, capaz de criar uma narrativa extremamente cativante. Ainda, Kahlen, a narradora-protagonista, transborda emoção em sua personalidade, e essa característica se faz presente em cada uma de suas palavras. Não só adorei a mitologia recriada pela autora como, principalmente, as relações entre as personagens desenvolvidas na trama. Mais do que a história de amor em si, que também me conquistou, me apaixonei pela irmandade entre as sereias e pela dedicação das garotas umas com as outras, da mesma forma em que me encantei da relação da Água com elas. Essa, ao mesmo tempo em que é vilã, é também vítima, mãe e protetora, e achei simplesmente lindas as descrições de Cass nos momentos de contato entre as sereias e a Água. Aliás, a escrita da autora, como um todo, conseguiu me conquistar até mais do que na série A Seleção: me encantei com a sensibilidade e a delicadeza que extravasam de suas frases, principalmente no que se refere às emoções das personagens. Tanto as sereias quanto a Água apresentam dificuldade em encarar as tarefas a elas incumbidas, assim como lidam com seus próprios temores e carências, e adorei a maneira de como Cass explorou esses aspectos.Sobre o romance em si, ele tanto traz características da história quanto da própria autora – ao menos aquilo perceptível após a leitura de seus livros. Ao mesmo tempo em que é singelo e meigo, é também intenso e verdadeiro, digno de uma grande história de amor. Contudo, ainda que tenha uma importância bastante significativa na trama, ele assumiu uma posição de destaque menor aos meus olhos frente às demais particularidades da obra mencionadas, que chamaram mais minha atenção. No resumo, A Sereia foi uma leitura leve, fluida e envolvente, que me conquistou principalmente por sua delicadeza. Achei lindas tanto a história como um todo quanto a escrita da autora, de forma a recomendar o livro aos amantes de bons romances juvenis, principalmente aqueles com uma pitada de magia e misticismo, tão encantadores quanto o canto de uma sereia – e perigosos apenas no quesito de se tornarem viciantes desde os primeiros parágrafos!Semana: Vídeo Todo Dia[Vídeo] Dicas || Como catalogar livros (Semana: Vídeo Todo Dia)PromoçãoQue tal ganhar um exemplar de A Sereia? Confira as informações para participar!a Rafflecopter giveawayBoa sorte a todos!",783,sereia_a
,784,sereia_siren_1
"Ser Feliz é Assim é mais um livro de Jennifer E. Smith, mesma autora de A Probabilidade Estatística do Amor à Primeira Vista, que conquistou muitos leitores com sua escrita leve e envolvente.O livro se caracteriza principalmente por abordar temas muito atuais. Nas primeiras páginas o leitor se depara com uma troca de e-mails entre os personagens principais Graham e Ellie. O primeiro é um ídolo adolescente, um astro do cinema que ganhou fama após a atuação numa famosa trilogia. Já Ellie passou a vida fugindo de um escândalo do passado envolvendo sua mãe. Dois adolescentes com rotinas de vida totalmente opostas que, por engano, trocam e-mails e começam a criar um vínculo muito singelo fortalecido pelo encontro dos dois e o relacionamento que os envolve.A narrativa em terceira pessoa, como esperado para esse tipo de livro direcionado ao público mais jovem, é muito leve, envolvente e a leitura se torna muito fluida e rápida.A meu ver os pontos positivos da história estão principalmente na contemporaneidade que a autora transpôs à trama, com as trocas de e-mail, a rotina de um astro teen do cinema e das questões que envolvem esse universo, além da rotina que permeia os jovens nesse contexto. Por outro lado, como pontos negativos, ressalto que não há um aprofundamento emocional na trama; desse modo, os personagens centrais não conseguem nos envolver tanto quanto o esperado.O livro não traz nenhuma lição de vida, nenhum grande questionamento ou reflexão. É um livro sobre dois adolescentes que cumpre o papel de proporcionar momentos de relaxamento e distração com uma linguagem leve e rápida, ideal para levar na bolsa e curtir a leitura nos dias quentes do verão.",785,ser_feliz_e_assim
Orelha de Livro: Adicione,786,sete_crimes_de_roma_os
Orelha de Livro:AdicioneLeia o primeiro capítulo:Editora Vestígio,787,sete_dias_em_river_falls_river_falls_1
"Tradutor: Viviane DinizCompare e compre:Amazon ♥ Americanas ♥ SubmarinoAs Sete Irmãs é o primeiro livro da série homônima de Lucinda Riley, na qual a autora faz uma releitura da mitologia das Sete Irmãs das Plêiades. Em cada livro, será narrada a história de uma das diferentes irmãs, todas adotadas por Pa Salt, em busca de suas verdadeiras origens.No primeiro livro, é contada a trajetória de Maia, irmã mais velha e a mais ligada ao pai. Após a morte de Pa Salt, cada filha recebe uma carta e pistas sobre o próprio passado, para o caso de quererem descobrir mais sobre suas famílias biológicas. É quando Maia se vê pela primeira vez querendo deixar a vida que conhece e partindo para o Rio de Janeiro em uma aventura que a levará para a história de seus ancestrais e também para a história de construção do Cristo Redentor.O que mais chama a atenção nos livros de Lucinda Riley é o primor com que ela desenvolve as tramas no passado e no presente, tanto em relação à forma de interligá-las quanto — e principalmente — em relação ao detalhamento histórico que ela insere na narrativa. Em As Sete Irmãs, isso aparece de forma ainda mais significativa para nós, brasileiros, considerando-se que a cidade maravilhosa contextualiza a leitura. Talvez seja vergonhoso pensar que fui conhecer mais detalhes a respeito da história do Cristo Redentor em uma obra estrangeira, mas foi o que ocorreu aqui, sendo um dos pontos altos da leitura para mim. Também, fiquei sensibilizada pelo respeito e carinho com que Lucinda Riley retratou o Rio e os brasileiros, especialmente por não ter encoberto o fato de sermos um país tão socialmente desigual.Apesar de eu ter adorado o plot em si e de ter me envolvido com a leitura por conta de todo detalhamento proporcionado pela autora, As Sete Irmãs confirmou a impressão que eu já havia tido em A Casa das Orquídeas: tenho um problema com a narrativa de Lucinda Riley, sobretudo no que se refere à construção dos diálogos. Minha sensação com a leitura é que, nesses momentos, ela acaba soando por vezes artificial, talvez até mesmo por um floreamento excessivo de algumas passagens. Também, muito das personagens é apresentado ao leitor por meio de declarações nos diálogos que afirmam suas qualidades, o que torna meu envolvimento com elas menor do que se eu entendesse quem elas são através de passagens que demonstrassem suas qualidades.Por conta disso, ainda que eu estivesse encantada pela história em si e por suas referências, não consegui me afastar da sensação de ter um livro em mãos enquanto eu fazia a leitura. Com isso, quero dizer que tive dificuldade em de fato adentrar na história e sentir como se ela e as personagens fossem reais, como se eu vivesse os acontecimentos com elas. O tempo todo eu me sentia experimentando algo arquitetado e planejado que, embora seja algo próprio da construção de qualquer obra, é uma sensação que não pode ocorrer na leitura para termos a experiência de completa imersão.No resumo, gostei de As Sete Irmãs por sua construção geral, mas com ressalvas em relação à experiência de leitura — o que certamente varia de leitor para leitor e, dada a enxurrada de comentários positivos sobre a obra, a minha certamente contraria a geral. Como Lucinda Riley mantém de propósito abertura em diversos pontos para os livros seguintes, é claro que me senti instigada a prosseguir para sanar muitas das curiosidades deixadas. Contudo, ainda estou avaliando se darei continuidade ou não à série; considerando-se que os livros são volumosos e numerosos, talvez seja um investimento grande de tempo em algo que não me foi tão prazeroso em comparação a tantas outras leituras que ainda desejo fazer. Vale lembrar que minha experiência com O Segredo de Helena, outro título da autora, foi bem diferente em termos de narrativa, tendo sido uma das leituras que mais gostei de fazer no ano passado.",788,sete_irmas_as_as_sete_irmas_1
"Sete minutos no paraíso é o primeiro volume da série Amores Australianos de Victoria Gomes, autora autopublicada na plataforma KDP da Amazon, na qual cada livro é protagonizado por um diferente irmão da família Taylor. Não recomendado para menores de 18 anos, o livro traz um romance leve e delicioso de se ler, com cenas eróticas, passagens divertidas e personagens encantadores.Sarah é uma jornalista esportiva que foi enviada, de uma hora para outra, do Canadá para cobrir uma matéria de um time feminino na Austrália. A mudança de hemisfério provocou o fim de seu relacionamento e, tentando se adaptar à nova vida, ela conhece Luke, dono de um café e dos flertes mais descarados possíveis. Como a atração entre eles é inegável e nenhum dos dois está em busca de compromisso, o sexo casual parece a melhor opção para ambos… Até que a convivência provoca nos dois sentimentos não só inesperados, mas completamente inéditos na vida de cada um.Victoria Gomes me ganhou nos primeiros parágrafos. Dona de uma escrita completamente fluida, não demorei a me envolver com os cenários e com as personagens. Os capítulos se alternam em narrativas em primeira pessoa pelas perspectivas de Sarah e Luke, de maneira que podemos conhecer os dois lados da história e entender como a relação se desenvolve para cada um, acompanhada dos receios e anseios consequentes da bagagem que carregam. Em termos de ambientação, Sete minutos no paraísose passa na Austrália, onde a autora reside há mais de dois anos. Assim, seu intuito era trazer um pouco de como é a vida no país, algo que ela atinge com sucesso inclusive em termos linguísticos, procurando trazer para o português expressões típicas de lá.Além da própria representatividade em Sete minutos no paraíso ser muito importante, já que Sarah é uma mulher negra e gorda, os temas levantados ao longo da leitura são extremamente relevantes. A protagonista com certeza se transformou em uma das minhas favoritas do ano, exatamente por ter tanta clareza sobre si. Focada em sua carreira, Sarah não exclui a possibilidade de se envolver com alguém, mas entende que, além de um homem não ser o centro da sua vida, ela não pode permitir que seus relacionamentos ditem algo sobre quem ela é ou sobre seus sucessos e fracassos. Victoria Gomes acerta em cheio ao demonstrar o que é o empoderamento e como seria uma relação saudável, sem ser pautada na necessidade socialmente imposta a mulheres de se estar com alguém ou de ser dependente emocionalmente de um homem. A partir disso, discute, ainda, questões como rivalidade feminina e responsabilidade afetiva, tudo feito de maneira muito orgânica na trama.Foi impossível não me apaixonar pelo romance que nasce entre Sarah e Luke. Os diálogos entre eles são ótimos e me fizeram rir em diversos momentos. Além disso, a química que salta das páginas é gritante, então Sete minutos no paraíso entrega o melhor de um romance sensual e repleto de paixão. Também, Victoria Gomes desenvolve muito bem as questões de Sarah e Luke, de maneira que a evolução dos dois seja ótima de se acompanhar e faça dos personagens figuras mais palpáveis. Vale dizer que, para além do romance, existe a matéria que Sarah investiga na trama e, ainda que não seja o foco da história, traz elementos extras a ela e faz da leitura ainda mais interessante, sobretudo pela temática ali levantada.Em linhas gerais, Sete minutos no paraíso foi uma das leituras mais encantadoras que fiz nos últimos tempos. Ao finalizá-la, senti o ímpeto de iniciar imediatamente Verdade ou Desafio, segundo livro da série, algo que nem sempre acontece, de tão envolvida que me senti pelas personagens e pela família Taylor. Certamente, pretendo retornar a esse universo futuramente.Série Amores Australianos",789,sete_minutos_no_paraiso_amores_australianos_1
Orelha de Livro:Adicione,790,se_eu_ficar_se_eu_ficar_1
,791,se_eu_morrer_antes_de_voce_love_me_to_death_1
"Saiba mais: Site do Autor ♥ InstagramVídeo Resenha﻿﻿Resenha escritaSe eu te Conto… Vira Novela é a antologia de sete contos de J. Rossini publicada pela Drago Editorial. Narrados em terceira pessoa e de extensão média, são contos ao estilo clássico, de pequenas histórias com começo, meio e fim, diferentes dos contos modernos, que normalmente retratam hiatos momentâneos.O estilo de escrita de J. Rossini é simples e direto, sem floreios narrativos. Esse aspecto aliado à habilidade do autor em conduzir o enredo proporciona uma leitura muito envolvente, na qual a curiosidade pelos próximos acontecimentos está o tempo todo ativada. Foi um daqueles livros que, uma vez começado, eu não sentia vontade de parar, e que cada conto me instigava a iniciar o próximo.O que também me agradou foi o fato das histórias serem bastante variadas, acontecendo em espaços diferentes, em diferentes cenários do Brasil, e trazendo situações muito particulares. Ao mesmo tempo em que há contos cotidianos e do dia-a-dia, focados na dinâmica das relações, em outros a ação e a adrenalina falam mais alto, com histórias envolvendo riscos e personagens buscando sua sobrevivência à própria maneira.A narrativa em terceira pessoa tende à imparcialidade dessa voz, no sentido de apresentar os fatos e circunstâncias como são. Ainda assim, os contos, no geral, passam uma mensagem de reflexão moral ou de vida em suas finalizações. Por outro lado, as características de cada personagem são demonstradas de acordo como são, independentemente de julgamentos.“O Jardineiro”, sexto conto, por exemplo, aborda a questão do preconceito racial. Caio, o protagonista, é um homem negro adotado por uma família branca quando criança — e, por isso, seus pensamentos são em grande parte formados a partir desse meio — que passa a se relacionar com Fabíola, uma mulher branca de família preconceituosa. Através do discurso indireto livre permitido pela narrativa da terceira pessoa onisciente, o racismo estrutural fica expresso mesmo que Fabiola, racionalmente, não se considere preconceituosa. J. Rossini é habilidoso em inserir os pensamentos preconceituosos da personagem de maneira naturalizada, sem que ela mesma tenha consciência deles. E, por esse mesmo recurso, o protagonista do quinto conto, “Tempos Modernos”, pode ser apresentado como é: nem um pouco politicamente correto.Devo dizer que esse foi o único conto que não gostei. Apesar de compreender a intenção no retrato do protagonista, a forma como a história em si é conduzida e muitos dos diálogos procuram expressar humor, atmosfera na qual não adentrei. Achei algumas falas violentas ao invés de engraçadas, assim como senti que a situação poliamorosa e homoafetiva ali presente foi retratada por uma perspectiva fetichista.Em linhas gerais, adorei Se eu te Conto… Vira Novela em especial pelos contos terem sido tão envolventes, com histórias que me despertavam a vontade de prosseguir a leitura. Se o trocadilho no título já havia me cativado pelo jogo de palavras entre gêneros literários, ao final da obra não pude deixar de relacioná-lo, também, a outra acepção de “novela”, em seu sentido de “telenovela”: se nesses programas o fim de cada episódio desperta o interesse de voltar a assisti-lo no dia seguinte, o mesmo acontece aqui em cada conto. São uma boa opção para quem procura uma leitura rápida e instigante!",792,se_eu_te_conto_vira_novela
Atenção! A resenha NÃO contem spoilers de Glimerglass. Mas recomendo que a sinopse não seja lida por quem ainda não leu o primeiro volume da série.,793,shadowspell
,794,sigo_voce_toda_noite
