reviews,explicit aspects,fold
Capitães da Areia,,5
"Capitães da Areia com certeza é um de os meus livros prediletos , é um livro que consegue agrupar romance , drama e acão .","Capitães
da
Areia",5
E principalmente é um livro que não tem pessoas copletamente boas e nem ruins .,,5
"Relata em a verdade a história de seres humanos comuns que tem defeitos e qualidades , que erram e que aprendem a se adaptar a todo momento á situações que a vida impõe .",,5
Em ele o fantástico escritor Jorge Amado conta a história de meninos de rua de a Bahia .,,5
De como eles sobrevivem com o que eles sonham e os traumas de a vida de cada um de eles .,,5
"Jorge Amado consegue contar essa história de modo sutil , e muito cativante sem perder é claro a realidade , o protesto contra o sistema de governo e a situação de nosso país .",,5
Bela obra,,5
Capitães da Areia conta a estória de um bando de meninos de rua que vive em as ruas de a capital bahiana em a década de 30 .,,5
"Esses meninos formam o grupo conhecido como Capitães da Areia e são liderados por o famoso Pedro Bala , um garoto loiro com uma enorme cicatriz em o rosto .",,5
Os capitães sobrevivem de pequenos furtos e golpes direcionados contra a parte mais rica de a sociedade .,,5
Juntos compartilham as dores de se tornarem homens antes de serem meninos e os prazeres de a liberdade de as ruas e o amor de as mulatas em as areias de a praia .,,5
"Reunindo - se em um trapiche abandonado perto de a praia , os meninos sobrevivem procurando manter a localização de seu covil em segredo de as autoridades .",,5
Capitães da Areia é um retrato vívido de a realidade de os órfãos de a capital bahiana naquela época .,"Capitães
da
Areia",5
É incrível perceber que mais de setenta anos depois pouca coisa mudou em a realidade de essas crianças .,,5
Confesso que nunca tinha lido Jorge Amado e escolhi um bom livro para começar .,,5
"O estilo de ele é bem solto , fácil e a a vontade e gostei bastante de a cadência sensual de a narrativa .","estilo
cadência
sensual
de
a
narrativa",5
"A sensação que ela passa é a de um gingado com as palavras , como um rebolado natural .",,5
"Os personagens são bastante reais , possuem motivações próprias e permitem que você sinta empatia de os conflitos de meninos que não querem nada mais de o que o amor de uma família .",personagens,5
Recomendado !,,5
Viajando para a Bahia todos os dias,,5
É incrível a forma de escrita de Jorge Amado .,escrita,5
Este foi meu primeiro livro de ele .,,5
"É impressionante como , a cada vez que retomava o livro , eu me transportava imediatamente para a Bahia .",,5
"Ele em os puxa , parágrafo a parágrafo , para o ambiente de estória .",,5
"Já em este primeiro livro , virei fã de carteirinha .",,5
Deixe - se envolver por o enredo de os sofridos -- porém valentes -- garotos e curta essa viagem diária para a Bahia de a década de 1930 .,,5
"Abraços a todos , Miro .",,5
"A liberdade é como o sol , o bem maior de o mundo .",,5
"Aprendi a amar minha liberdade , que em sua essencia ter liberdade é se sentir livre .",,5
"Pessoas boas tem uma estrela em o lugar de coração , quando morrem o coração fica em o céu .",,5
Livro indicado para vestibular que se salva !,,5
"Em a verdade , só li pq era livro de vestibular ( tenho pavor de livros indicados para o vestibular ... ) , mas me supreendeu , tanto que me fez comover com as histórias de esses garotos de rua e até me emocionar com um de eles .",,5
Um livro muito bom,livro,5
"Li quando estava em a oitava série , lembro - me de ter me impressionado muito com algumas cenas , mas gostei muito de a leitura , pois ela me envolveu de o início a o fim .",leitura,5
mal de o século,,5
"Ótimo livro , narrativa fácil para os jovens e crianças .","livro
narrativa",5
"Infelizmente os tais capitães de a areia , como eram chamados há quase um século , se multiplicaram por as metrópoles urbanas e já não são mais tão românticos e divertidos quanto os personagens de este livro .","capitães
de
a
areia",5
Se você disser que ama ler mas nunca tiver lido nada de Jorge Amado vou com quase toda a certeza dizer que você não sabe o que é literatura .,,5
"Para se considerar um leitor é condição "" sine qua non "" ter lido por o menos 1 livro ( ou tentado para os que não gostam de Jorge ) de Jorge Amado , assim como Drumond , José de Alencar .",,5
"Assim como em a música , Vinícius , Tom .",,5
O livro é simplesmente Jorge Amado .,,5
Só lendo para saber .,,5
"Já li várias vezes , e vira e mexe me pego com ele em as mãos novamente .",,5
Livro imortal .,Livro,5
Meninos sem mundo com um mundo em as mãos,,5
"Narrativa de um outro tempo , talvez diferente , talvez igual , mas triste de a vida de as crianças sem amor de verdadeiras mães .",,5
"Não sou Brasileira , mas arrepiou imenso o que li .",,5
Enterneceu e apaixonou .,,5
A realidade actual deve ser ( é com certeza ) muito mais dura .,,5
Mas voltando a o livro foi uma experiência marcante que gostei de ter .,livro,5
"Mais um livro de denúncia social , muito bem escrito por sinal .",,5
"Você se apaixona por os personagens de o livro , por as suas imperfeições .",personagens,5
Adorei o livro !,livro,5
De o começo a o final .,,5
"Em a minha modesta opinião , um de os melhores livros de Jorge Amado .",,5
Uma historia linda de garotos criados em a beira de o cais .,historia,5
"Uma lição de amor , amizade , paixão , companheirismo , em o meio de uma politica regional .",,5
Impossivel perder uma leitura como esta .,,5
Recomendo .,,5
"Eu gosto de a narrativa de Stephenie Meyer e de a maneira como ela visualiza os vampiros , So que gosto + de acao e de vampiros sensuais .",,5
Sem querer ofender os fas de Crepusculo e meio agua com acuca,Crepusculo,5
"Minha Opinião sobre "" Crepúsculo """,,5
"Crepúsculo foi uma obra que marcou muito a minha vida ( e não tenho vergonha de admitir , eu gosto sim de a saga ) .","Crepúsculo
obra",5
Comecei a leitura de o livro em um momento de grande duvidas e termino de relação tanto familiar quanto amorosa .,,5
Acabei encontrando muitas semelhanças físicas entre Bella e eu que fizeram com que minha curiosidade a respeito de o livro aumentasse e assim acabei mais envolvida em a história .,,5
"( Só pra lembrar que comecei a leitura quando o livro não era modinha isso em 2008 ) Eu podia ver em os seus olhos , que você honestamente acreditou que eu não te queria mais .",,5
"O conceito mais absurdo , mais ridículo - como se houvesse alguma forma de eu existir sem precisar de você !",,5
"A Capa com digamos ' O de o fruto proibido ' , ( que foi o que entendi ) .",,5
Já deixa bem em a cara que é um amor proibido .,,5
"E sim o livro é bem melosinho , eu que não gostava de nada assim acabei me redimindo e me entregando a esse romance que contém aquela parte que ambos os sexos o nós todos bem sabemos "" A atração por aquilo que nos é negado "" .","livro
romance",5
"Se você é um rapaz curioso , simplesmente ignore ( embora seja dificil ) ou apenas não leia , pois acho dificil os garotos gostarem de um livro tão digamos cheios de ai ai ui ui de amores proibidos e paixões que não dão certo !",,5
"Sinceramente se for menino não leia , pois penso que ele livro foi escrito para meninas , posso estar errada mas é minha opinião .",,5
P. S : Ah !,,5
"Ignorem o Fato de um VAMPIRO não ser assim , e lembrem é um "" romance "" , e a o meu ver a autora foi muito criativa em relação , pois em um mundo literário saturado de histórias de vampiros ela soube criar algo digamos ' Inovador ' .",,5
"Se você é uma menina , leia pois tenho quase certesa ou toda mesmo que vai se apaixonadar por o romance .",,5
"Leia "" Crepúsculo "" e conheça mais um pouco sobre os mais profundos instintos humanos , aqueles que nos impulsionam e nos revolucionam e nós nem percebemos .",Crepúsculo,5
Se entregue a está belíssima história de amor .,"história
de
amor",5
"Convido vocês a conhecer o Blog : http://anime-daiki.blogspot.com/ lá tem desde Anime , Mangá e Livros muito mais assuntos espero que gostem !",,5
Sigam Visitem comentem para ajudar a chata Aqui !,,5
; ),,5
Resenha,,5
"Antes de qualquer coisa , bom saber que os vampiros , não são exatamente os vampiros que estamos habituados , mas sim vampiros que nossa querida Stephenie sonhou e não se conteve em descreve - los em várias paginas .",,5
Então acho que em a hora de analisarmos as atitudes vampirescas de os personagens devemos somente continuar lendo e depois pensarmos realmente sobre isso .,,5
Crepúsculo é o primeiro livro de a saga e conta a história de Isabella Swan e Edward Cullen .,,5
"Bella que morava com sua mãe em uma cidade ensolarada , Phoenix , vai morar com seu pai em Forks , a cidade mais úmida de todo os Estados Unidos , para dar mais espaço para o relacionamento de sua mãe e padrasto .",,5
"Bella é mensuravelmente pálida até mesmo para os habitantes de Forks , além de sua brancura ela é uma garota isolada e bastante pensativa .",,5
"O que logo de cara atrai Edward Cullen , lindo , pálido e popular .",,5
"Edward é um vampiro com a habilidade de ler pensamentos , e quando descobre que não pode ler os pensamentos de Bella , logo a garota vira alvo de sua atenção .",,5
"Para Edward o sangue de Bella é um de os mais doces e se torna insuportável ficar perto de ela , mas nem por isso Edward fica sem observar a garota , o ' príncipe ' de a história começa a segui - la e até invade seu quarto várias vezes sem que ninguém fique sabendo principalmente ela .",,5
Com o tempo para ele fica impossível ficar sem Bella e os dois começam a se envolver mais .,,5
"Em este meio tempo devo citar alguns personagens importantes para a história : Jacob e seu pai , lobisomens quileutes .",,5
Jacob ainda em crepúsculo é um garoto normal que conta a Bella a história de seus antepassados que eram inimigos de os vampiros .,,5
Bella então começa a notar algo diferente em Edward e descobre que ele é um vampiro .,,5
A partir dai os dois ficam juntos .,,5
"Para fechar a história de o livro temos o caçador James , um vampiro "" normal "" que se alimenta de sangue humano diferentemente de os Cullens .",,5
"O vampiro rastreia o sangue de Bella em uma partida de Beisebol com os Cullens , James acha engraçado ameaça - la e pretende sugar todo seu sangue .",,5
"James consegue ficar a sós com Bella mas logo os Cullens chegam , e matam James .",,5
Fim de o livro .,,5
"Vamos lá , o que achei ?",,5
"Quando li sinceramente mal liguei para esses detalhes mas o relacionamento de os dois não pode ser chamado de normal , é algo doentio o que acontece com os dois .",,5
O que fica cada vez mais confirmado com a sequencia de os livros ... Bella não consegue viver sem Edward e ele sem ela .,,5
"Stephenie também não soube agradar com seu dialogo monótono , lhes pergunto porque Edward se interessaria por Bella ?",,5
"O triste mesmo não é ler o livro porque isso consegue passar batido , mas o filme !",,5
"Mesmo assim gosto de Stephenie , seu jeito de escrever pode sim te prender .",,5
Gosto de alguns personagens secundários como Emmet e Jasper Cullen .,,5
E claro a querida Alice .,,5
"Acho interessante Stephenie ter criado vampiros "" herbívoros "" , que se alimentam somente de animais .","vampiros
""
herbívoros",5
"Mas o interesse para por ai , a autora pecou em não trazer um pouco mais de emoção a o livro , até em relação a o relacionamento diz ela ser um livro de "" amor , não luxuria "" .",livro,5
"Pois bem tenho que admitir ser muito ruim , e cativante a o mesmo tempo .",,5
Stephenie não soube criar climax e falas decentes .,,5
"Mas soube esconder o quão possessivo Edward é , até conseguiu transforma - lo em um estilo de príncipe .",,5
"Edward passa longe de isso , é terrivelmente chato e entediante , o mesmo para Bella .",Edward,5
Então tudo bem os dois se merecem .,,5
"Se você assistiu a o filme , o livro consegue ser melhor .",,5
Existem algumas diferenças .,,5
"Se estraguei sua percepção peço desculpas , afinal eu mesma sou apaixonada por Crepúsculo mais sei admitir e visualizar o quão ruim o livro é .","Crepúsculo
livro",5
"Para finalizar gostaria de mostrar a jogada de a autora , talvez ela nem tenha percebido mas , é o seguinte : Bella retrata uma garota normal , sem sex appeals , enfim Bella possui um pouco de cada garota , principalmente as inseguras .",,5
O livro é como se fosse um tipo de esperança lhes dizendo em o fim todas nós teremos um príncipe .,,5
Bem ... acho que não hein !,,5
Isso explica como eu e mais várias garotas ficam encantadas lendo o livro .,,5
MARTÍRIO COM GOSTO DE SANGUE,,5
"Comecei a ler de mente aberta , sem ligar para o que diziam os haters e tal , mas , MAAAAN !",,5
", foi impossível encontrar algo de positivo em a narrativa de Stephenie Meyer assim como em o conteúdo de a história !","narrativa
história",5
"Tudo o que vi foi Blábláblá os vampiros eram lindos blábláblá e eram alvos como o leite blábláblá e Edward era a coisa mais linda que Bella já vira e blábláblá eram realmente brancos blábláblá ... Não sou de o tipo que abandona livros por que acredito que , por pior que pareça , sempre pode acontecer algo de interessante mais a a frente , em o clímax talvez .",,5
Aqui só fica um pouco mais movimentado depois de a partida de baseball .,,5
Mas vou confessar que desde o primeiro terço de o livro fui muito muito bravo e resistente .,,5
Stephenie Meyer sucks .,,5
O que ?,,5
Ler os outros ?,,5
Nem se eu tivesse a eternidade toda por a frente ...,,5
Cabeca Dura,,5
"Jamais em essa vida pensei que leria este livro , me considerava madura demais para sucumbir a histeria adolescente .",,5
"Um dia o dvd caiu em minhas maos como nao tinha nada melhor pra fazer decide assistir , pra passar o tempo , esse foi meu maior erro e minha maior alegria os filmes nao chegam perto de a perfeicao de o texto de Stephenie Meyer .",,5
"Para aqueles que pensam como eu pensava esse livro merece seu tempo e sua atencao eh atemporal e nos ensina que nosso cerebro nao tem idade pra aprender sobre forca de vontade , doacao , superacao , generosidade , senso de familia , amizade e amor .",livro,5
"Me apaixonei por ele nao por sonhar com Edward , Jacob ou Bella mas por me dar de volta a ideia de que a vida eh o que fazemos de ela , voce soh tem que fazer o seu melhor e ela sera tao linda e completa como em os livros .",ele,5
*-* Super Legal *-*,,5
Eu achei ele um maximo ..... Irado ..,ele,5
Vampiros viciantes,Vampiros,5
"A nova história de vampiros , que ganhou espaço por todo mundo , surpreendeu por conter uma mistura de personagens que possuem conflitos existenciais , presentes em a realidade de os leitores -ainda que os mesmos sejam envolvidos por misticismos exacerbados em o livro- e por dar uma nova cara a um ícone de as histórias de terror que tanto amedrontavam a infância de várias pessoas : o vampiro .",,5
"Isabella Swan , nossa personagem feminina principal , mostra que parte de sua personalidade pode se encaixar em os moldes de uma donzela de os romances românticos , pois sua fragilidade diante de as dificuldades mostra não apenas um aspecto físico e como também emocional ; porém em a a podemos enquadrar em um estilo maniqueísta , por revelar uma maneira muitas vezes agressiva e bem planejada de lhe dar com as situações que lhes são apresentadas , .",,5
"A mistura de esses e outros elementos formam a mocinha de os tempos atuais , que apresenta a doçura e delicadeza aliadas a um espírito forte e decidido .",,5
"Edward Cullen , o mocinho de a história de Stephenie , é um vampiro com uma roupagem nova , que apesar de ter se tornado esta criatura , luta com todas as forças para controlar seu desejo natural : o de beber o sangue humano .",,5
"Em o decorrer de o livro ele vai desvendando os motivos por os quais os mitos sobre vampiros foram criados : a o invés de o sol queimar sua pele , os raios solares apenas fazem com que cintile sua pele de mármore .",,5
"Sua personalidade e seu jeito de ser refletem a cultura de épocas anteriores , por isso o tratamento que ele dispensa a Bella é diferente de o que os outros rapazes de a cidade fazem .",,5
O início de a história retrata a partida de Bella Swan para a pequena e chuvosa cidade de Forks .,,5
"A partir de o momento em que decide morar com seu pai - o chefe de polícia Charle Swan- nossa personagem passa a viver muitos conflitos interiores , pois essa decisão não lhe traz nenhum conforto e paz .",,5
A escola de Forks é algo que ela teme por não conhecer ninguém e também por perceber que era muito esperada por todos o que acaba fazendo com que ela se torne a nova atração de a cidade .,,5
"Porém , em seus primeiros dias percebe um grupo de pessoas diferentes e então procura saber quem é ; em este momento descobre que eles pertencem a a família de o Dr. Carlisle Cullen e que todos são adotados , sendo eles : Rosalie , Emmett , Alice , Jasper e Edward .",,5
É em este instante que Bella acaba se interessando em descobrir um pouco mais sobre a família Cullen .,,5
Bella descobre então que terá de sentar - se a o lado de Edward Cullen em uma de suas aulas ; contudo Edward parece ter nojo de ela e por isso a evita durante toda a aula .,,5
Após esse acontecimento ele some por um tempo de a escola e Bella fica cada vez mais ansiosa pois quer enfrentá - lo .,,5
"Quando Edward volta , ele se aproxima de Bella e começa a se interessar por a vida de ela e a fazer - lhe perguntas .",,5
"A paixão entre os dois começa então a existir , todavia Bella sabe que existe algo diferente em Edward e sua família e isso se comprova em o momento em que ele a salva de um possível atropelamento .",,5
Começa ai a busca de Bella para desvendar o que seu amado realmente era .,,5
"Nossa mocinha descobre a verdadeira face de Edward , mas diferente de outras pessoas Bella não fica com medo , por o contrário , quer se aproximar cada vez mais de o vampiro que conquistou seu coração .",,5
A o aparecerem juntos em a escola o novo casal de namorados- Edward e Bella- causa espanto em todos os alunos .,,5
"Após muitas aventuras vividas por os dois , Edward convida Bella a participar de um jogo de beisebol com sua família , mas o que ele não imaginava era que por lá apareceriam convidados não muito amigáveis e que a partir de essa visita ele viveria seu pior pesadelo : perder Bella .",,5
A caça para matar o rastreador e sua companheira torna - se um jogo de vida e morte .,,5
Bella abandona seu pai usando as mesmas palavras que sua mãe usou quando o deixou e viaja com Alice e Jasper para escapar de James .,,5
Estando em o hotel Bella recebe uma ligação de James dizendo que ele estava com sua mãe e que caso ela não fosse encontrá - lo ele a mataria .,,5
"Então ela decide ir até o encontro de o vampiro que estava sedento por seu sangue ; chegando lá viu que a voz de sua mãe era apenas uma gravação e que Reneé estava segura em a Flórida com seu marido Phil , mas agora não havia mais tempo .",,5
"James a derrubou e quando estava prestes a lhe morder Edward chega e tenta impedir , porém James ainda consegue mordê - la .",,5
"Quando o veneno a estava transformando Carlisle pede a Edward que escolha se quer que Bella se transforme ou não , Edward , apoiado por Carlisle decide sugar o veneno de o sangue de Bella para que a transformação não aconteça .",,5
"Já em o hospital , Bella acorda um tanto desnorteada e Reneé está a o seu lado , após conversarem um pouco sua mãe sai de o quarto e Edward em questão de segundos está a seu lado e lhe diz que jamais a abandonará .",,5
"De volta a Forks , Edward leva Bella a o baile de formatura , o baile que ela não queria ir de jeito algum , mas estando com Edward o baile não era tão ruim assim .",,5
"Stephenie em os apresenta uma leitura envolvente e encantadora , que prende a atenção de os leitores de o começo a o fim e que deixa sempre um gostinho de quero mais .",leitura,5
"Bella é uma garota sem graça e destrambelhada , que se muda para uma cidadezinha igualmente sem graça chamada Forks , onde irá morar com seu pai de agora em diante .",,5
"Desde meus primeiros minutos com Bella , eu percebi que ela era a personificação de a autora e de muitas adolescentes por aí .",,5
"Em a cabeça de ela , ela não é nada , não possui nenhum atrativo especial , não é bonita , não consegue praticar esportes .",,5
"Muitas adolescentes querem ser belas e desejadas , apesar de em suas cabeças se enxergarem como feias e comuns .",,5
"Bella é , para Meyer , a personificação de esse desejo : apesar de se enxergar como feia , ela é imediatamente desejada por os garotos a quem somos apresentados , inclusive o vampiro bonitão .",,5
"Apesar de não possuir nenhum atrativo especial , ela consegue se destacar em meio a a multidão a os olhos de o estranho Edward Cullen , um de os rapazes mais bonitos de a escola .",,5
Fica fácil entender de essa forma como a história atrai tantas pessoas .,,5
"Para uma adolescente , com tantos medos e dúvidas , é muito fácil se encantar com a história de uma menina que , como ela , também não era nada e mesmo assim conseguiu a atenção de o mais belo de a escola ( e aliás , mulheres mais velhas também .",,5
"Sempre tão bombardeadas com exigências sobre sua aparência , fica fácil se sentir como Bella - muito sem graça ) .",,5
"Normalmente , chamamos personagens como Bella de "" Mary-sues "" , mas eu decidi ignorar isso durante a minha leitura , pois certamente as coisas ficariam mais agradáveis de essa forma .",,5
"Eu pessoalmente , detesto mary-sues , mas não vou levar isso em consideração : vejo isso como uma maneira de atrair ainda mais jovens moças .",,5
"Enfim , continuamos com o nosso romance .",,5
"Acho que o começo de o livro foi bem feito : a chegada de Bella a a escola foi interessante , fomos apresentados a vários alunos , conhecemos os estranhos Cullen .",,5
"Logo de cara começa a relação entre os dois , então não teremos enrolação para a história de verdade começar .",,5
"O início de o relacionamento de Edward e Bella é interessante : existe um certo mistério ( e se eu não soubesse que o livro era sobre vampiros , não ia adivinhar o que ele era ) e uma relação esquisita acaba nascendo entre os dois .",,5
"Infelizmente , as coisas logo começam a mudar .",,5
"O maior problema de Crepúsculo , em a minha opinião , não são os vampiros brilhosos , mas a maneira como a narrativa se desenrola durante a leitura .",,5
"A maior parte de o livro trata de Bella perdida em pensamentos , descobrindo , de maneira tediosa , cada novidade de o esquisito vampiro .",,5
"Não havia necessidade , por exemplo , de Edward dizer : "" amanhã vou lhe mostrar o que me acontece quando ando em a luz "" ( ou algo assim ) .",,5
Por que não inserir o fato espontaneamente dentro de um acontecimento casual ?,,5
"Meyer escreve como se falasse sobre algo , não como se contasse uma história .",,5
"A maior parte de o livro se resume a acontecimentos banais e sem importância , escritos de maneira tediosa e desnecessária .",,5
"Mesmo quando Bella é perseguida em a cidade por estupradores a história falha : não temos um acontecimento que possa possivelmente gerar um conflito , qualquer coisa que criei uma tensão entre Bella e Edward ( como Edward perdendo o controle e atacando os estupradores ) .",,5
"Temos , em a verdade , uma cena desperdiçada , que só serviu para Edward aparecer como o príncipe de o volvo prata e salvar a donzela em perigo .",,5
"Não posso dizer que , até os últimos capítulos ( quando James chega ) , eu estava lendo uma história de verdade .",,5
A narrativa torna - se tão banal que não justifica o livro : eu podia jurar que eu estava lendo uma redação de adolescente sobre ela e seu novo namorado vampiro .,,5
"Voltamos a os trilhos quando Bella conhece os Cullen e , com a chegada de James e seu bando , eu me senti novamente dentro de uma história .",,5
Me pareceu até injusto que não havia mais páginas para retratar o que ia a se seguir .,,5
A maneira como Meyer articulou a habilidade de Alice para gerar confusão foi fantástica e Bella ganhou uns pontos com mim por sua coragem em o final .,,5
"Em o fim , eu realmente não gostei de o livro .",livro,5
"O final salvou um pouco , principalmente com a chegada de personagens interessantes como Alice e Jasper , mas a maior parte de o livro se resume A A uma narrativa lenta e desinteressante .","final
narrativa",5
"E. para não deixar passar , não acho que os vampiros de o livro são ruins .",,5
"Muitas criaturas são modificadas o tempo todo , e vampiros tentando levar uma vida normal são uma fonte interessante de conflitos .",,5
Já o fato de brilharem eu não gostei .,,5
"Acho que essa é uma de as características que definem vampiros , mas estou fazendo um esforço pra aceitar essa fantasia .",,5
.. .,,5
.. .,,5
descoberta ...,,5
foi com CREPÚSCULO que descobri que gostava de ler ... depois de escrever ... E ler mais ainda .,CREPÚSCULO,5
Tenho horror de os filmes mas um amor maluco por os livros .,,5
0.0,,5
"Sinceramente , se a saga se resumisse apenas á esse livro , seria excelente , porque esse foi o único livro de a saga que eu gostei , tem um ar sombrio e um mistério que envolve todo o enredo de a história , é uma boa história que prende o leitor de o começo a o fim .","livro
livro",5
"Devo dizer que tinha preconceito em relação a série Luz e Escuridão , porém a leitura de o primeiro livro me fez perceber o quanto eu estava errada e que agora irei ler os próximos livros .",,5
"Como toda boa adaptação , o livro crepúsculo simplesmente é péssimo ... mas isso se dá em relação a qualquer livro levado a o cinema .",livro,5
São poucos e raros os que se salvam .,,5
"Por fim , devo dizer que recomendo a leitura .",,5
"Muitas pessoas criticam a Saga Crepúsculo sem a o menos terem lido , só por o fato de falar vampiros .",,5
"A Saga Crepúsculo foi um de os únicos livros que eu li , que acabei sentindo um prazer enorme !",,5
A historia e muito boa e contada de uma maneira muito interessante .,historia,5
Já li todos os livros de a saga inclusive o Sol da Meia-Noite ( nunca chegou a se lançado ) .,,5
Crepúsculo,,5
"Primeiro livro de a saga crepúsculo , um romance que quebra todas as regras de a realidade , a jovem garota que se muda para a cidade de Forks , onde vai morrar com seu pai .",,5
"Bella se encontra em um novo colégio , a Forks High School , lá ela faz novos amigos e em esse tempo ela se apaixona por o mais belo rapaz , Edward , em meio a convivência com Edward , Bella descobre que ele é um vampiro , mas mesmo sabendo de os riscos que está correndo , ela insisti em continuar a o seu lado .",,5
"Um belo romace escrito por Stephenie Meyer , recomendo a todos que amam romances com um pouco de ficção .",,5
Resenhas Crepúsculo,,5
Crepúsculo poderia ser como qualquer outra história não fosse um elemento irresistível : o objeto de a paixão de a protagonista é um vampiro .,,5
"Assim , soma - se a a paixão um perigo sobrenatural temperado com muito suspense , e o resultado é uma leitura de tirar o fôlego - um romance repleto de as angústias e incertezas de a juventude - o arrebatamento , a atração , a ansiedade que antecede cada palavra , cada gesto , e todos os medos .",,5
Isabella Swan chega a a nublada e chuvosa cidadezinha de Forks - último lugar onde gostaria de viver .,,5
"Tenta se adaptar a a vida provinciana em a qual aparentemente todos se conhecem , lidar com sua constrangedora falta de coordenação motora e se habituar a morar com um pai com quem nunca conviveu .",,5
Em seu destino está Edward Cullen .,,5
"Ameii o primeiro livro .... Bella Swan muda - se de a ensolarada Phoenixpara a chuvosa cidade de Forks , Washington , para viver com seu pai , Charlie , o chefe de a polícia local .",livro,5
A chegada de Bella a Forks desperta imensa curiosidade em toda a gente .,,5
"Em a escola , Bella conhece vários colegas logo em o primeiro dia de aulas e torna - se amiga de Mike , Jessica , Angela , Eric e Tyler .",,5
"Bella depressa descobre como seria monótona e entediante a sua vida em Forks , caso Edward Cullen , o misterioso rapaz que se senta a seu lado em a aula de Biologia , não lhe despertasse tanta curiosidade e servisse de escape a a sua rotina diária .",,5
"Em o primeiro dia que ela o vê , Edward aparenta sentir repulsa por ela , chegando mesmo a tentar mudar os seus horários para evitá - la , pois seu cheiro era muito tentador para ele .",,5
"Com um tempo ela acaba descobrindo por seu amigo Jacob Black , de a tribo Quileute , que Edward e a sua família ( os Cullen ) são vampiros mais eles não se alimentam de sangue humano .",,5
"Edward e Bella passam muito tempo juntos , e ficam cada vez mais apaixonados e com isso acontece muito aventuras quando Edward começa a fazer parte de a vida de ela , pois Bella não é vampira .",,5
5.0,,5
"É um bom livro , bem melhor de o que o filme !",livro,5
0.0,,5
Li Crepúculo com um sacrifício enooooorme .,Crepúculo,5
E em o final cheguei a mesma conclusão que já tinha : Terrível !,,5
Lixo Lixo,,5
"Achei totalmente absurdo ... Cara eu lii o livro todo , mais não aguentei foi o vampiro brilhar a luz de o dia !","livro
o
vampiro
brilhar
a
luz
de
o
dia",5
Isso foi o que estragou o livro .,"Isso
livro",5
"Nem li o resto , embora vii os filmes , até o lobisomem ficou mais perfeito de o que o vampiro em esse livro .",,5
O surto mental de a Stephenie Meyer me surpreendeu !,,5
> .,,5
Só p/ adolescente mesmo,,5
"O livro é exatamente com o filme , uma replica .",,5
"Achei os dois super chatos , e creio que ´ so mesmo adolescentes p/ sentirem um extase tremendo a o ler ou assistir .",,5
Blog Amados Livros :,,5
http://amadoslivros.blogspot.com/2010/10/crepusculo-autor-stephenie-meyer.html,,5
"O primeiro livro de a série é bem divertido , uma leitura despretensiosa .","livro
leitura",5
É um ótimo companheiro para aquele tempo livre que precisamos que passe rápido .,,5
"Em o começo , demora para engrenar , mas depois de as primeiras páginas , a leitura flui gostosa .","começo
leitura",5
Os outros livros de a série exploram um tema que acaba sendo esgotado já em o primeiro .,,5
"Crepúsculo , um sucesso juvenil ... por que ?",,5
"Bem , tenho que admitir : quando assisti a o primeiro filme de a saga , o romance de Edward e Bella me encantou .",,5
"Gostando de o filme , busquei o livro e achei super fofa a relação entre esse casal tão inusitado , portanto parti pro segundo e ... Não , vamos falar de o primeiro que é o livro em questão .",,5
"Crepúsculo é um livro passável , em a verdade .","Crepúsculo
livro",5
"O que encanta é que , mesmo sem querer , você acaba se identificando com a Bella por que , cara , a menina tem todos os problemas e traumas que existem em a face de a Terra !","Bella
menina",5
Uma hora ou outra ela acaba por tocar em o seu ponto fraco .,,5
"Tah , ok , mas por mais que eu tenha me identificado com Bella Swan , a partir de certo ponto de o livro comecei a cansar de ela .",Bella,5
"Cara , que menina tediosa !",menina,5
"Ela nunca está feliz , nunca está satisfeita ( a não ser que esteja a o lado de Edward , claro .",,5
") , anti-social até a alma e completamente sem graça .",,5
Gostei cada vez menos de ela com o passar de os demais livros .,,5
"E Edward ... bem , digamos que seja bonitinha essa sua paixão por a Bella e que ela nos encanta .",,5
Mas também acaba por enjoar a partir de certo ponto .,,5
Venhamos e convenhamos : um romance de quatro livros ?,,5
Ninguém suporta tanta melação !,,5
"Tem que ter um algo mais , alguma coisa além de as palavrinhas melosas de um para com o outro e coisa e tal .",,5
"Em o quesito romance ... bem , é um romance bonito , apelativo e que acaba por chamar a atenção .",romance,5
"Mas o enredo é pobre e as lendas e mitos quanto as criaturas sobrenaturais usadas em a saga foram pobremente exploradas , dando a os vampiros uma imagem muito próxima de "" seres humanos com super poderes e pele gelada "" .","enredo
lendas
e
mitos
quanto
as
criaturas
sobrenaturais",5
Edward não é um vampiro ... ele é o namorado perfeito .,,5
"E eu , como uma admiradora de essa criatura de o submundo , fiquei decepcionada a o ver que nenhum de os vampiros criados por Meyer se enquadrava em os quesitos básicos pra um sugador de sangue .",,5
Mas voltando a o tema de a resenha : por que Crepúsculo faz tanto sucesso entre as jovens ?,,5
"Simples , muito simples .",,5
"Elas não tem maturidade pra sentir a ausência de pontos importantes em a saga de Meyer , se vêem em a personagem central e desejam um vampiro romântico como um namorado , um vampiro que possa te tirar de sua vida tediosa e te carregar em as costas enquanto escala árvores .",,5
"Sinto muito , muito mesmo , não gosto de criticar o trabalho de ninguém por saber que deve ser muito trabalhoso escrever um livro , mas ... venhamos e convenhamos : Meyer poderia ter feito melhor , não é ?",,5
